## [General]
## runNumber:        241
## runTime:       	 7200
## runTimeFrames: 	 0
## pathName:         data/runs/Run_241_181022-16-16
## dateTime:         2018-10-22.16:26:30
## numChips:         7
## shutterTime:      30
## shutterMode:      verylong
## runMode:          0
## fastClock:        0
## externalTrigger:  0
## [Event]
## eventNumber:      825
## useHvFadc:    	 1
## fadcReadout:    	 1
## szint1ClockInt:	 0
## szint2ClockInt:	 0
## fadcTriggerClock: 262454
# chipNumber: 0
# chipName:   E 6 W69
# numHits:    0
# chipNumber: 1
# chipName:   K 6 W69
# numHits:    0
# chipNumber: 2
# chipName:   H 9 W69
# numHits:    0
# chipNumber: 3
# chipName:   H 10 W69
# numHits:    140
71	242	63
98	241	36
72	240	79
87	240	44
93	239	26
70	238	54
96	237	70
107	237	75
121	237	69
95	236	26
110	236	85
76	234	64
107	232	23
86	231	22
89	231	42
98	231	62
94	230	22
102	230	38
60	229	41
99	229	18
88	228	73
104	228	22
122	228	31
123	228	41
126	228	68
95	227	49
98	227	42
124	227	102
125	227	60
132	227	35
88	226	58
99	226	83
106	226	54
116	226	22
125	226	58
98	225	26
90	224	85
96	224	52
111	224	68
113	224	23
93	222	42
111	222	39
112	222	79
89	221	71
102	221	52
107	221	32
112	221	97
114	219	43
72	218	26
73	218	60
105	218	2
113	218	66
119	218	80
120	218	17
97	217	10
114	217	59
88	216	44
103	216	52
68	215	55
69	214	75
93	214	41
96	214	31
103	214	40
117	214	48
95	213	86
102	213	49
103	213	60
81	212	41
97	212	64
98	212	17
119	212	43
80	211	27
81	211	58
82	211	36
86	211	34
124	211	16
78	210	20
81	210	56
85	210	76
89	210	49
92	210	27
96	210	67
104	210	72
81	209	26
99	209	11
107	209	41
67	208	18
91	208	83
92	208	50
99	208	42
100	208	69
103	208	67
93	207	42
67	206	106
69	206	64
93	206	67
100	206	57
107	206	41
108	206	23
64	205	87
66	205	50
67	205	53
68	205	68
69	205	52
70	205	26
107	205	49
108	205	62
113	205	46
97	204	42
103	204	59
107	204	17
92	202	68
94	202	36
81	201	43
82	201	49
92	201	98
93	201	28
79	200	49
93	200	49
108	200	59
135	200	50
94	199	80
94	198	33
100	198	63
84	197	21
101	196	44
77	194	54
102	194	35
108	194	43
113	194	45
71	193	54
108	193	54
77	192	35
102	192	85
79	190	64
80	190	67
96	188	25
83	187	56
92	181	41
122	178	57
# chipNumber: 4
# chipName:   G 10 W69
# numHits:    0
# chipNumber: 5
# chipName:   D 9 W69
# numHits:    82
174	127	44
150	116	27
165	110	16
153	108	49
132	106	14
117	104	21
141	104	22
144	102	46
149	102	10
161	98	47
161	89	14
162	89	52
165	88	18
126	86	51
134	86	39
148	86	54
161	86	26
132	82	7
133	81	24
143	81	49
150	81	19
167	81	67
141	80	33
160	80	23
174	79	65
129	78	57
164	78	14
172	77	32
140	76	19
139	75	22
147	75	17
157	75	35
138	74	19
144	74	34
155	74	20
168	74	18
169	74	47
101	73	34
162	73	37
173	73	32
173	72	25
119	71	69
116	70	17
137	70	32
147	70	19
164	70	45
168	69	46
133	68	15
147	68	37
150	68	7
164	68	33
168	68	36
150	67	19
156	67	40
164	67	46
141	66	22
154	65	15
158	65	48
150	64	30
120	62	28
128	61	63
162	61	35
158	60	20
168	60	25
122	57	60
164	57	15
184	57	21
145	56	37
132	55	17
189	55	55
166	50	32
177	50	23
142	44	45
143	43	32
155	40	22
173	40	36
151	37	36
148	36	29
144	35	11
165	17	58
146	11	35
147	11	23
# chipNumber: 6
# chipName:   L 8 W69
# numHits:    2
166	233	11810
234	203	11810
