## [General]
## runNumber:        241
## runTime:       	 7200
## runTimeFrames: 	 0
## pathName:         data/runs/Run_241_181022-16-16
## dateTime:         2018-10-22.16:16:44
## numChips:         7
## shutterTime:      30
## shutterMode:      verylong
## runMode:          0
## fastClock:        0
## externalTrigger:  0
## [Event]
## eventNumber:      33
## useHvFadc:    	 1
## fadcReadout:    	 1
## szint1ClockInt:	 0
## szint2ClockInt:	 0
## fadcTriggerClock: 128443
# chipNumber: 0
# chipName:   E 6 W69
# numHits:    0
# chipNumber: 1
# chipName:   K 6 W69
# numHits:    0
# chipNumber: 2
# chipName:   H 9 W69
# numHits:    0
# chipNumber: 3
# chipName:   H 10 W69
# numHits:    108
221	199	67
237	188	23
244	187	58
221	184	57
244	181	23
218	178	53
241	178	92
235	177	72
244	177	46
247	177	34
233	175	85
235	175	59
234	172	110
235	172	106
224	169	28
224	168	67
235	168	40
204	167	87
228	167	17
233	167	68
227	166	41
220	163	81
246	163	25
212	162	83
246	162	19
247	162	100
212	161	41
214	161	58
242	161	51
246	160	47
245	158	34
247	158	98
238	157	21
206	156	63
228	156	59
238	156	8
238	155	69
228	153	84
235	152	21
224	150	39
217	148	37
224	148	49
212	147	33
226	147	39
232	147	36
237	147	50
222	146	68
233	146	73
195	145	41
216	145	56
233	145	94
236	145	48
245	145	69
207	144	20
232	144	31
194	143	63
222	143	45
232	143	63
236	143	113
239	143	67
241	143	70
230	142	20
233	142	27
234	142	57
243	142	77
242	141	39
225	140	29
226	140	88
243	139	64
223	138	21
231	137	42
228	136	33
233	136	42
205	134	62
208	134	38
222	133	11
232	133	59
237	133	53
198	132	52
214	132	12
223	132	22
237	132	112
238	132	45
195	131	36
225	131	85
228	131	43
195	130	15
223	130	66
239	129	52
240	129	55
244	129	39
232	127	34
211	125	63
230	125	82
235	122	60
243	122	58
243	119	70
217	116	45
204	111	66
228	111	99
231	111	71
233	108	62
237	108	55
247	107	18
233	103	82
234	103	84
233	102	63
229	99	58
# chipNumber: 4
# chipName:   G 10 W69
# numHits:    10
24	168	53
29	168	42
25	167	106
7	152	65
9	151	10
10	151	60
21	149	62
10	143	30
32	139	19
14	120	45
# chipNumber: 5
# chipName:   D 9 W69
# numHits:    0
# chipNumber: 6
# chipName:   L 8 W69
# numHits:    2
166	233	11810
234	203	11810
