## [General]
## runNumber:        241
## runTime:       	 7200
## runTimeFrames: 	 0
## pathName:         data/runs/Run_241_181022-16-16
## dateTime:         2018-10-22.16:53:33
## numChips:         7
## shutterTime:      30
## shutterMode:      verylong
## runMode:          0
## fastClock:        0
## externalTrigger:  0
## [Event]
## eventNumber:      2944
## useHvFadc:    	 1
## fadcReadout:    	 1
## szint1ClockInt:	 0
## szint2ClockInt:	 0
## fadcTriggerClock: 108984
# chipNumber: 0
# chipName:   E 6 W69
# numHits:    0
# chipNumber: 1
# chipName:   K 6 W69
# numHits:    0
# chipNumber: 2
# chipName:   H 9 W69
# numHits:    0
# chipNumber: 3
# chipName:   H 10 W69
# numHits:    240
224	232	14
225	230	74
224	229	49
210	228	78
230	226	32
214	224	72
226	224	47
215	222	91
207	219	34
203	218	62
222	218	19
226	218	36
235	218	67
220	217	48
224	217	58
226	217	56
236	217	56
221	216	19
227	216	36
232	216	52
213	215	79
219	215	25
206	214	48
207	214	24
208	214	57
210	214	27
216	214	47
219	214	33
230	214	62
236	214	56
204	213	47
211	213	29
218	213	34
231	213	85
235	213	44
208	212	29
221	212	82
224	212	57
205	211	65
212	211	43
220	211	56
226	210	58
187	209	49
204	209	26
210	209	62
212	209	68
214	209	60
187	208	30
208	208	30
216	208	46
224	208	30
227	208	64
232	208	21
210	207	27
219	207	30
210	206	77
214	206	86
216	206	52
224	206	42
225	206	42
213	205	95
222	205	59
234	205	28
196	204	26
206	204	10
207	204	36
210	204	61
215	204	75
216	204	65
217	204	66
229	204	65
242	204	44
212	203	61
214	203	56
215	203	38
216	203	59
219	203	16
220	203	35
221	203	77
228	203	65
235	203	32
201	202	71
212	202	96
213	202	41
215	202	73
219	202	62
232	202	40
209	201	36
213	201	75
215	201	60
216	201	89
220	201	61
222	201	45
238	201	65
242	201	79
190	200	14
208	200	68
212	200	51
215	200	66
219	200	31
220	200	59
223	200	85
225	200	78
227	200	33
228	200	34
229	200	126
236	200	34
213	199	3
215	199	42
220	199	51
221	199	79
198	198	48
208	198	34
209	198	53
212	198	91
216	198	59
219	198	94
220	198	45
229	198	78
232	198	77
212	197	14
220	197	47
222	197	35
233	197	34
213	196	73
227	196	17
231	196	107
232	196	47
235	196	17
218	195	34
219	195	61
231	195	30
232	195	60
233	195	110
234	195	73
235	195	54
236	195	45
244	195	73
246	195	64
192	194	22
210	194	106
222	194	104
224	194	53
227	194	54
228	194	57
234	194	42
190	193	63
203	193	83
210	193	81
222	193	31
201	192	66
216	192	25
223	192	57
209	191	77
211	191	72
218	191	57
220	191	27
226	191	53
230	191	58
231	191	74
208	190	71
218	190	110
229	190	70
230	190	128
232	190	74
233	190	15
242	190	30
202	189	58
203	189	31
204	189	51
229	189	108
230	189	25
231	189	76
232	189	68
239	189	76
202	188	34
212	188	106
219	188	67
227	188	57
228	188	76
229	188	54
230	188	26
240	188	45
243	188	46
244	188	43
202	187	22
211	187	56
216	187	54
228	187	34
229	187	64
240	187	41
210	186	60
226	186	62
227	186	52
230	186	61
204	185	123
209	185	27
210	185	112
218	185	46
229	185	65
233	185	13
234	185	6
235	185	13
206	184	75
208	184	29
226	184	46
227	184	68
229	184	60
230	184	25
209	183	46
214	183	48
216	183	107
219	182	50
221	182	27
210	181	57
218	181	42
226	181	73
228	181	22
207	180	100
193	179	31
200	179	41
202	179	45
218	179	81
193	178	47
201	178	59
200	177	103
194	176	48
216	176	52
228	174	72
202	173	49
218	173	62
210	169	133
211	169	21
211	168	39
210	167	99
211	165	28
209	164	24
210	164	44
224	164	20
207	161	58
# chipNumber: 4
# chipName:   G 10 W69
# numHits:    0
# chipNumber: 5
# chipName:   D 9 W69
# numHits:    0
# chipNumber: 6
# chipName:   L 8 W69
# numHits:    2
166	233	11810
234	203	11810
