## [General]
## runNumber:        241
## runTime:       	 7200
## runTimeFrames: 	 0
## pathName:         data/runs/Run_241_181022-16-16
## dateTime:         2018-10-22.16:25:44
## numChips:         7
## shutterTime:      30
## shutterMode:      verylong
## runMode:          0
## fastClock:        0
## externalTrigger:  0
## [Event]
## eventNumber:      763
## useHvFadc:    	 1
## fadcReadout:    	 1
## szint1ClockInt:	 0
## szint2ClockInt:	 0
## fadcTriggerClock: 607276
# chipNumber: 0
# chipName:   E 6 W69
# numHits:    0
# chipNumber: 1
# chipName:   K 6 W69
# numHits:    0
# chipNumber: 2
# chipName:   H 9 W69
# numHits:    0
# chipNumber: 3
# chipName:   H 10 W69
# numHits:    284
55	90	61
55	88	44
72	82	46
44	79	18
93	79	53
71	77	33
71	76	37
79	76	40
80	75	94
87	75	27
51	74	44
87	74	68
40	73	75
44	73	48
63	72	11
46	71	82
69	71	109
78	71	33
45	70	61
68	70	62
37	69	39
45	69	56
62	69	74
72	69	73
73	69	43
74	69	78
49	68	72
61	68	93
70	68	92
82	68	46
84	68	94
51	67	30
54	67	70
60	67	48
54	66	87
60	66	87
65	66	52
82	66	36
84	66	53
49	65	44
62	65	40
67	65	81
58	64	62
71	64	101
92	64	40
95	64	48
54	63	27
93	63	64
58	62	42
60	62	39
73	62	53
75	62	46
84	62	37
45	61	22
68	61	68
72	61	45
73	61	25
74	61	63
49	60	30
70	60	53
19	59	37
83	59	16
84	59	68
27	58	35
30	58	52
54	58	22
65	58	55
86	58	78
74	57	43
81	57	31
86	57	37
88	56	54
62	55	56
66	55	74
67	55	21
74	55	116
79	55	30
92	55	75
38	54	30
48	54	76
50	54	56
61	54	46
80	54	37
81	54	12
99	54	87
37	53	66
38	53	64
39	53	53
74	53	73
79	53	71
85	53	74
85	52	43
32	51	84
69	51	36
34	50	113
50	50	91
61	50	50
66	50	68
74	50	60
85	50	86
33	49	66
50	49	98
72	49	12
73	49	31
74	49	98
91	49	26
51	48	41
60	48	79
69	48	38
73	48	58
83	48	60
87	48	57
55	47	77
59	47	87
63	47	55
91	47	75
52	46	89
64	46	108
79	46	61
36	45	20
67	45	74
68	45	42
72	45	74
76	45	117
78	45	53
36	44	78
53	44	51
56	44	85
57	44	24
66	44	46
76	44	55
81	44	78
83	44	76
84	44	40
89	44	95
96	44	82
37	43	48
57	43	63
64	43	35
65	43	35
70	43	59
73	43	97
82	43	51
83	43	42
84	43	43
100	43	27
101	43	59
53	42	31
55	42	93
59	42	13
66	42	64
71	42	41
73	42	24
74	42	75
75	42	64
78	42	89
79	42	21
86	42	32
50	41	46
55	41	87
56	41	55
75	41	83
106	41	124
52	40	73
57	40	47
61	40	40
94	40	87
102	40	72
103	40	79
37	39	27
46	39	32
49	39	47
51	39	90
60	39	97
68	39	10
73	39	19
74	39	51
75	39	34
29	38	73
30	38	28
36	38	87
60	38	50
91	38	113
99	38	85
106	38	87
51	37	42
100	37	78
63	36	82
93	36	79
23	35	104
77	35	70
112	35	104
127	35	68
128	35	52
39	34	66
53	34	47
65	34	32
71	34	50
99	34	98
71	33	113
73	33	30
80	33	31
84	33	37
39	32	46
58	32	54
62	32	60
71	32	90
74	32	61
82	32	54
99	32	48
100	32	67
31	31	74
38	31	73
45	31	45
50	31	70
53	31	25
59	31	50
66	31	89
72	31	46
89	31	44
101	31	10
31	30	45
39	30	46
40	30	44
61	30	59
62	30	64
72	30	46
29	29	49
51	29	35
52	29	71
53	29	91
61	29	22
51	28	34
53	28	67
65	28	47
70	28	37
72	28	38
83	28	27
40	27	39
44	27	71
57	27	27
67	27	12
72	27	74
73	27	16
76	27	53
77	27	61
46	26	23
50	26	10
67	26	24
69	26	83
70	26	81
84	26	87
86	26	60
87	26	46
91	26	4
54	25	90
65	25	95
84	25	56
95	25	65
27	24	77
39	24	50
71	24	48
46	23	23
50	23	47
52	23	76
80	23	88
44	22	51
53	22	31
57	22	41
47	21	73
51	21	39
47	20	52
69	20	72
79	19	42
89	18	22
75	16	59
58	15	101
87	15	57
57	14	50
58	14	46
95	14	66
62	13	83
71	13	60
62	12	25
# chipNumber: 4
# chipName:   G 10 W69
# numHits:    0
# chipNumber: 5
# chipName:   D 9 W69
# numHits:    0
# chipNumber: 6
# chipName:   L 8 W69
# numHits:    2
166	233	11810
234	203	11810
