## [General]
## runNumber:        241
## runTime:       	 7200
## runTimeFrames: 	 0
## pathName:         data/runs/Run_241_181022-16-16
## dateTime:         2018-10-22.17:46:36
## numChips:         7
## shutterTime:      30
## shutterMode:      verylong
## runMode:          0
## fastClock:        0
## externalTrigger:  0
## [Event]
## eventNumber:      7107
## useHvFadc:    	 1
## fadcReadout:    	 1
## szint1ClockInt:	 0
## szint2ClockInt:	 0
## fadcTriggerClock: 187498
# chipNumber: 0
# chipName:   E 6 W69
# numHits:    0
# chipNumber: 1
# chipName:   K 6 W69
# numHits:    0
# chipNumber: 2
# chipName:   H 9 W69
# numHits:    3
243	82	60
243	81	43
242	78	119
# chipNumber: 3
# chipName:   H 10 W69
# numHits:    129
20	106	46
39	104	54
18	101	57
26	101	59
27	101	77
17	100	37
24	100	99
25	100	28
39	100	41
9	97	52
19	97	64
30	94	57
32	94	57
55	93	74
13	92	44
23	91	38
8	90	23
24	90	26
7	89	52
8	89	90
9	89	34
13	89	56
16	89	37
18	89	76
46	89	59
18	86	33
21	86	10
30	86	42
23	84	60
41	84	27
17	83	55
22	83	82
31	83	73
41	83	60
15	82	70
26	82	55
34	82	37
43	82	81
15	81	38
17	81	39
18	81	58
19	81	27
36	81	10
37	81	23
43	81	62
16	80	61
39	80	58
43	80	73
15	79	10
16	79	95
28	79	67
44	79	76
36	78	40
43	78	45
40	77	22
41	77	22
43	77	48
27	75	36
30	75	31
46	75	64
21	74	51
42	74	25
45	73	92
46	73	54
48	73	15
49	73	17
13	72	33
32	72	72
44	72	49
14	71	71
17	71	50
35	70	64
13	69	62
18	69	15
28	69	66
29	69	86
14	68	73
18	68	89
51	68	94
30	66	54
14	65	90
23	65	66
21	64	77
38	64	59
15	63	63
17	63	49
22	63	37
25	63	33
10	62	74
11	62	15
37	62	22
8	61	56
14	61	47
22	61	79
23	60	10
45	60	46
7	59	68
25	59	82
38	59	54
13	58	106
24	58	26
30	58	73
38	58	28
12	57	29
14	57	91
23	57	67
26	54	21
12	53	43
33	53	56
17	52	12
19	50	73
22	50	125
20	49	27
21	49	46
22	49	24
31	49	46
38	49	55
27	47	82
20	46	63
11	44	86
31	44	31
10	43	63
23	42	95
24	41	73
23	40	22
8	35	40
34	33	74
33	27	46
34	24	48
# chipNumber: 4
# chipName:   G 10 W69
# numHits:    0
# chipNumber: 5
# chipName:   D 9 W69
# numHits:    0
# chipNumber: 6
# chipName:   L 8 W69
# numHits:    2
166	233	11810
234	203	11810
